,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,0olQWZbC3jFXMZdrRISa6G,0.417,0.68,0.53,0.011,11,0.0559,-13.105,0,0.0889,124.551,4,0.352
1,4DaX7yJUcQXeVejZefWddU,0.00127,0.587,0.633,0.507,0,0.108,-5.791,1,0.0343,191.834,4,0.36
2,2IBfk456HDPbj2VrJv8AuR,0.0502,0.283,0.745,0.421,2,0.513,-11.804,1,0.131,134.367,4,0.0464
3,2KD3P7lwponXzag8BQ5mcN,0.101,0.59,0.728,0.000484,0,0.723,-12.088,1,0.0733,97.328,4,0.739
4,2zQl59dZMzwhrmeSBEgiXY,0.262,0.724,0.414,0.111,1,0.0785,-11.19,1,0.0588,146.939,4,0.719
5,23AUkPmcu53YeEyaetSzCr,0.000787,0.413,0.968,0.96,11,0.0794,-4.921,1,0.0567,165.812,4,0.412
6,4F54OkyZXxCX9X3797GTgx,0.115,0.481,0.767,2.21e-05,11,0.215,-8.426,0,0.0462,110.288,4,0.497
7,6wxMzysGWbDh4JDhmKlLbc,0.017,0.594,0.795,0.000357,4,0.0633,-10.233,1,0.0469,141.944,4,0.546
8,3iZq92HX3LWe8ovrHvhXJC,0.0361,0.878,0.836,0.478,7,0.0683,-12.003,1,0.0724,111.334,4,0.635
9,5wtjZ0PkGw8rTpPLSVo1j2,0.00828,0.435,0.722,0.796,2,0.184,-7.536,1,0.0341,139.713,4,0.159
10,4Ce66JznW8QbeyTdSzdGwR,0.104,0.581,0.672,0.856,8,0.0458,-8.279,1,0.0602,111.154,4,0.808
11,5BXoDYim9Upsv8dsuSJQPa,0.0738,0.653,0.797,0,0,0.0847,-6.958,1,0.048,133.725,4,0.726
12,6lAC5OEvPP6AjbaKek3fIe,0.925,0.409,0.281,0.501,10,0.0693,-11.737,1,0.0279,63.853,4,0.405
13,2q34Zeq9L8djJKeVKfVZPn,0.0668,0.512,0.802,0,9,0.269,-7.155,1,0.0562,118.81,4,0.533
14,5w1EZeXu9FhpauFELuNeOj,0.0532,0.703,0.559,0,9,0.243,-6.604,0,0.0375,116.849,4,0.875
15,5dK6iw7TomKeooRXgNGAMM,0.164,0.677,0.748,0.00014,8,0.0956,-9.409,1,0.0707,120.846,4,0.866
16,2aolg8QENSy2ppW8MamMS2,0.376,0.743,0.723,2.82e-05,6,0.135,-9.563,1,0.0581,96.044,4,0.903
17,3IDIUeh6sT3sS4dZb8A6mu,0.0672,0.519,0.874,0.794,9,0.173,-7.156,0,0.0309,123.996,4,0.505
18,4ED92953prTYB9xhdhPJin,0.221,0.734,0.851,0.000524,1,0.0725,-7.72,1,0.0628,116.625,4,0.582
19,33ReC8uGq732cn7shDqgB6,3.4e-05,0.616,0.635,0.352,8,0.565,-6.665,1,0.0429,122.017,4,0.167
20,4p60iaFL1WKiudxKL6lbUF,0.00631,0.512,0.736,0.000303,3,0.584,-7.782,0,0.0461,179.898,4,0.899
21,182kpb6Of8c0Ctplexf7SI,0.263,0.802,0.587,0.84,2,0.113,-10.034,0,0.166,169.973,4,0.693
22,6qyIpsXNZRPVp6Jx9hqPQe,0.0243,0.634,0.567,0.623,11,0.112,-14.94,1,0.0304,130.045,4,0.457
23,7bYmjmpkhVnfomNwuVISR3,0.0216,0.314,0.68,0.00348,0,0.299,-8.386,1,0.0405,110.538,4,0.397
24,2jQEq4XoJ0smWu5zmKCC0h,0.00446,0.756,0.903,0.853,10,0.204,-7.343,0,0.0455,113.52,4,0.749
25,18fK1I6J25tUEQsxQi0C1V,0.0341,0.684,0.542,0.793,0,0.106,-13.189,1,0.0752,159.804,4,0.385
26,2QJ2Fh8BpPNy3XPzDeW9Ty,0.131,0.608,0.886,0.00061,4,0.356,-4.568,0,0.0588,96.029,4,0.522
27,1pVhm4mLujopyiW83HlsWX,0.176,0.486,0.854,2.22e-05,11,0.206,-6.711,0,0.0676,172.696,4,0.623
28,3ZR92gYcydi4CcDBBJjl3r,0.0056,0.238,0.833,0.804,0,0.801,-9.633,0,0.171,168.433,4,0.542
29,4JJOZjXYEWKokcF4kQ48Lr,0.0257,0.566,0.925,0.693,9,0.0559,-5.85,1,0.0475,133.164,4,0.731
30,48KOOAdYu7qQh1VBAUK0dl,0.000287,0.621,0.76,0.377,1,0.0586,-7.08,1,0.0443,123.894,4,0.799
31,3rmh951ovHEtME0OFzdq2B,0.00938,0.666,0.87,0.86,8,0.154,-5.723,1,0.0455,136.082,4,0.522
32,2OQb01vSlVEYq1agt91rEm,0.786,0.589,0.615,0,9,0.317,-6.561,1,0.0586,127.926,4,0.791
33,2QWbkNwlHqOGyscQXkjsbR,0.0201,0.562,0.715,0.0857,0,0.222,-4.824,0,0.0311,125.046,3,0.558
34,2Eud2r7zWzmEGzDLXiHNnO,0.561,0.351,0.18,0.0075,2,0.122,-13.848,1,0.0378,131.526,4,0.114
35,5zLUvnFuWAklNr2DjMcNTe,0.0102,0.47,0.486,5.03e-05,4,0.155,-10.784,0,0.0304,133.97,3,0.175
36,1LiGfChomIHgZZEO9lzAgk,0.317,0.544,0.834,2.67e-05,2,0.0313,-6.13,0,0.105,106.722,4,0.87
37,3zOX2bPYp7SOrK4xKx7ppk,0.646,0.755,0.335,0.0117,0,0.126,-16.287,0,0.039,123.24,4,0.878
38,1Iak3HBNq9OMbkDCnc4bb6,0.0148,0.282,0.965,0,8,0.0818,-2.932,1,0.077,165.511,4,0.664
39,6o1zNXXyz73SiZ078XlAao,0.000241,0.349,0.795,0.951,6,0.321,-5.206,1,0.041,179.826,4,0.229
40,6sqGXusxL9naMNMhsr6KfZ,0.108,0.601,0.669,0.84,7,0.0559,-16.452,0,0.0325,110.489,4,0.946
41,3HxeAoYlMPxIFNtcBluX5U,0.225,0.543,0.621,0.0772,0,0.301,-12.365,1,0.0357,124.307,4,0.714
42,0DKvzig7rwfWTZ0gvb0Zfx,0.653,0.4,0.507,0.842,5,0.0684,-15.689,1,0.0367,92.539,3,0.834
43,2k7nCqsmnfORyOAFX2VcYZ,0.00842,0.737,0.74,7.96e-05,6,0.328,-5.968,0,0.0328,106.714,4,0.726
44,0MYVtKiYqRojOjMo7Og7Ua,0.0615,0.705,0.783,0.00707,2,0.0837,-5.446,1,0.052,140.031,4,0.615
45,7lF0U328NdKSIPXEOWEpea,0.0942,0.506,0.788,0.000456,9,0.13,-4.399,0,0.0417,115.152,4,0.56
46,00sjc2SI93oQv1eB8uTStj,0.00102,0.361,0.669,0.000835,4,0.314,-6.748,0,0.0356,139.091,4,0.441
47,7G8M67pmP0MG8qzy1MkSde,0.000595,0.567,0.846,0.0115,0,0.0878,-3.71,1,0.0351,114.04,4,0.414
48,2VNN7kiHeizexDylpLTYvb,0.303,0.289,0.687,0.041,7,0.105,-6.394,1,0.0456,179.575,4,0.432
49,0ALKfeM5kOLXPGpzkgTMzq,0.00612,0.601,0.792,0.0182,2,0.112,-7.889,1,0.0702,123.958,4,0.884
50,4vwQhE6ncjUjTSFNjkgyL3,0.0385,0.457,0.514,0.266,2,0.0786,-7.114,1,0.0352,136.056,4,0.106
51,376SVvVowfn8n1CCiD4ml9,0.000272,0.506,0.839,0.0103,6,0.101,-4.624,0,0.0497,111.988,4,0.259
52,19S8DwxTxWQzjwuErQIJL4,0.437,0.563,0.525,0.00384,2,0.0912,-8.537,1,0.0491,168.034,4,0.634
53,6Pc1xhYPBQyw6HUqywCm0F,0.133,0.462,0.495,1.22e-06,2,0.0867,-7.838,1,0.0279,143.858,4,0.149
54,6HBmubG2undy9tMs4G26BZ,0.00176,0.618,0.703,0.00104,7,0.217,-6.506,1,0.0293,108.029,4,0.489
55,0fjteZbbaoRYU4LrhTuqex,0.00241,0.467,0.628,0.000983,2,0.17,-6.836,1,0.0341,148.145,4,0.295
56,2L6q8y5rPNObKEXS3hpxia,0.206,0.594,0.425,2.69e-05,0,0.124,-7.802,1,0.0297,82.047,4,0.57
57,6F7tiCHdLHOI69eLjPttKe,0.801,0.506,0.196,8.02e-06,9,0.143,-11.816,1,0.0297,109.936,3,0.107
58,5JyXjNZBl2ZZ7nEvBPGhvm,0.102,0.551,0.593,1.23e-05,9,0.229,-10.351,1,0.0772,127.909,4,0.48
59,46iI0binWzpkEJgIWTYUBR,0.00772,0.505,0.833,7.9e-05,0,0.069,-4.632,1,0.0475,130.121,4,0.565
60,0ZXmGxjtSWLD1KO8IRRuIg,0.363,0.725,0.662,5.3e-06,9,0.125,-5.819,0,0.0291,75.009,4,0.591
61,7mdJCNUaBRGEKdAKkAercL,0.0243,0.42,0.628,0.845,7,0.331,-13.003,0,0.0742,158.508,4,0.544
62,6zqKwvoq3RoAcn7GODBMB0,0.349,0.434,0.715,2.57e-05,5,0.719,-9.852,0,0.0986,127.599,4,0.509
63,3FmuRw1XKdSsKWWCTQ4HEW,0.0376,0.548,0.64,0.000493,9,0.127,-8.667,1,0.0596,127.803,4,0.444
64,4OCyTIH3lUd3rZ0BNqS935,0.108,0.517,0.85,0.00212,4,0.129,-5.235,1,0.0385,172.933,4,0.674
