,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,4QC1Kd4dctVuVA5I6HFuoj,0.176,0.55,0.878,8.59e-06,9,0.392,-7.021,1,0.0371,151.585,4,0.754
1,57bgtoPSgt236HzfBOd8kj,0.000147,0.502,0.89,0.0117,4,0.217,-5.175,1,0.0364,133.52,4,0.259
2,2lcfGO79t1PqcXc2Mbxyd5,0.000434,0.412,0.835,0.457,3,0.106,-4.342,0,0.0335,81.958,4,0.313
3,0xeWb2rWdnrXTajlFXfVTO,0.000199,0.579,0.896,0.00191,11,0.314,-3.357,1,0.0353,124.0,4,0.711
4,2wVWGFVkL5I3JGsoWBx2AZ,0.0044,0.606,0.905,0,5,0.151,-3.117,1,0.0518,143.952,4,0.706
5,7LRMbd3LEoV5wZJvXT1Lwb,0.153,0.754,0.759,0.000108,9,0.101,-5.218,1,0.302,126.366,4,0.435
6,1Ame8XTX6QHY0l0ahqUhgv,0.00151,0.519,0.595,0,2,0.0762,-5.001,1,0.0283,129.786,4,0.237
7,6pLzzki6vNk6EZO0cSVpPl,0.000709,0.312,0.906,0.000475,10,0.149,-3.327,0,0.0592,161.755,4,0.399
8,7u5dBtASrtOuBTTZjJrvuJ,6.01e-05,0.364,0.925,0.000251,4,0.0603,-4.224,1,0.0659,153.981,4,0.301
9,0NdXIfsa0zFZDcCVpUfHQi,0.00297,0.546,0.938,0,11,0.0823,-2.96,1,0.0351,133.96,4,0.881
10,5kUdKwPCyamXAKGgF1WnCk,0.361,0.45,0.915,0.001,9,0.263,-3.338,1,0.104,137.645,4,0.507
11,7bxon8K9DP6stYx5ZO9WlK,0.00721,0.729,0.466,0.366,0,0.252,-7.832,1,0.0843,123.858,4,0.295
12,7KYqKoxZ2Z0cEItblj352Q,1.93e-05,0.238,0.808,0.00183,1,0.108,-4.438,0,0.0454,129.896,4,0.216
13,08mG3Y1vljYA6bvDt4Wqkj,0.011,0.31,0.7,0.00965,9,0.0828,-5.678,1,0.047,188.386,4,0.763
14,63WuQOXohQIxOxIFA2K7bR,0.00164,0.636,0.876,0,7,0.117,-3.413,1,0.0555,120.983,4,0.799
15,2Cdvbe2G4hZsnhNMKyGrie,0.326,0.535,0.716,0,4,0.659,-5.025,1,0.0431,94.379,4,0.901
16,3YYnFEXCLNbaWuC0hIEnIS,0.000195,0.318,0.87,0.192,5,0.133,-4.246,1,0.0652,169.906,4,0.297
17,6WIrK4XCFLtEz12Kxiyjt6,0.00456,0.466,0.844,1.88e-05,9,0.119,-6.65,0,0.0566,153.014,4,0.606
18,4tA8lpQoWkMRWOZ29HbR86,0.00984,0.53,0.759,0,7,0.319,-7.067,1,0.0351,131.999,4,0.502
