,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,0zwhMmFS2z8K7JLksImMZ3,0.000912,0.469,0.684,0.0438,7,0.105,-6.867,1,0.0328,119.776,4,0.274
1,5PNpVEFhNQM59UtaWUxPgF,0.000208,0.303,0.649,0.864,7,0.0437,-6.441,1,0.0379,180.105,3,0.272
2,6kih93bRHQBfUtzx6iYXDm,0.0829,0.301,0.881,1.72e-06,9,0.853,-4.623,1,0.201,113.513,4,0.438
3,4VdT2vOFgJbMMz5nCAXjA7,0.0943,0.274,0.905,0,9,0.293,-5.457,0,0.123,86.908,4,0.491
4,3lHR6nrwgt5a64afGqyr0v,0.101,0.343,0.385,0.00753,9,0.122,-10.071,1,0.0367,176.536,4,0.0612
5,2rDhEX9SpMsy5hItVILjQ9,8.22e-05,0.497,0.93,0.857,2,0.36,-5.009,1,0.0496,101.987,4,0.399
6,7ordBq23lx1z5DSr5HnpZ6,0.903,0.342,0.255,0.0532,2,0.158,-8.008,1,0.0306,133.986,3,0.189
7,6xzYECfR0s2j4FNo957sU5,0.000467,0.248,0.707,0.554,7,0.177,-7.02,1,0.0411,139.022,4,0.294
8,1fW3ufHbLRzPTvKC8PU8Gh,7.13e-05,0.237,0.663,0.823,6,0.146,-6.629,1,0.0341,143.954,4,0.125
9,2a82E7g7oGDWw7BLoxtmrR,0.000589,0.313,0.931,0.867,7,0.0841,-5.055,1,0.045,178.156,4,0.531
10,5Scor8jBnLbxpwJTiUev1H,0.353,0.617,0.518,9.36e-05,4,0.253,-9.192,0,0.0362,131.998,4,0.144
11,0vK10ZDEypTpeVOWgAV2Ch,2.22e-05,0.474,0.816,0.843,9,0.0955,-6.413,1,0.0323,112.025,4,0.525
