,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,6o1zNXXyz73SiZ078XlAao,0.000241,0.349,0.795,0.951,6,0.321,-5.206,1,0.041,179.826,4,0.229
1,4fip7UWzXWW2Yp2D8Yj9aA,0.0116,0.768,0.331,0.000113,0,0.0783,-15.038,1,0.0412,119.19,4,0.298
2,3zjYTjhHY2AS2DX0GYnW0M,0.0581,0.526,0.84,0,2,0.866,-7.434,1,0.0465,92.491,4,0.633
3,4P62fbswyYWnGu0tIBGXhe,0.00434,0.374,0.775,0.825,7,0.242,-13.642,0,0.0605,116.336,4,0.408
4,6iMxKxwxW3ZZcjhLmP7mBH,0.00656,0.725,0.719,0.0026,6,0.0761,-6.884,1,0.0325,104.065,4,0.697
5,1bHwmGAPsDShzHi4b23TBY,0.0894,0.765,0.831,0,7,0.393,-6.522,1,0.0565,100.026,4,0.809
6,6YhiXXKrIY0UUB5di08lZa,0.000178,0.39,0.935,0.86,9,0.329,-6.809,1,0.0554,156.206,4,0.648
7,521gC8oqqmUknLZpodHOh9,0.00348,0.521,0.721,0.0113,2,0.391,-7.699,1,0.0254,97.578,4,0.611
8,4DaX7yJUcQXeVejZefWddU,0.00127,0.587,0.633,0.507,0,0.108,-5.791,1,0.0343,191.834,4,0.36
9,1Q0p30HuN1ADMX2CmPzIvO,0.00764,0.506,0.903,6.06e-05,6,0.144,-6.684,1,0.0374,98.074,4,0.5
10,4prxkz51LTnPN8wPpdpQ1M,0.00468,0.529,0.834,2.36e-06,0,0.103,-3.284,1,0.0333,94.443,4,0.49
11,5RLkZe6qcJI2eVLndDwZul,0.147,0.479,0.692,0.0281,9,0.968,-12.17,1,0.0383,100.846,4,0.669
12,1YmhOws1gLaKko38EHohGi,0.000797,0.525,0.784,4.02e-05,11,0.0909,-7.791,0,0.0392,121.639,4,0.534
13,49kWZn0uX6HsxbMIefHgy7,0.00382,0.607,0.986,0.000621,0,0.376,-4.898,1,0.0904,126.049,4,0.464
14,7JjNC0rKzbEStTdch8fEQL,0.0381,0.675,0.857,0.818,0,0.103,-8.888,1,0.0513,104.42,4,0.632
15,5ClQchbuNB3sLZ627zvqeN,0.0556,0.195,0.888,0.0766,11,0.994,-12.302,0,0.101,111.201,4,0.252
16,2KD3P7lwponXzag8BQ5mcN,0.101,0.59,0.728,0.000484,0,0.723,-12.088,1,0.0733,97.328,4,0.739
17,6kPQAoIrq7wcUvbRHS3IxV,0.011,0.742,0.736,0,10,0.0673,-10.773,0,0.0576,115.072,4,0.897
18,1NSXPZZHSIfvEqCSxiDop7,0.000974,0.536,0.915,0.0139,9,0.201,-6.199,1,0.0379,87.561,4,0.643
19,5b0clm7fxE8FxuTqT0AS8t,0.0289,0.737,0.837,0.84,7,0.249,-4.802,1,0.0394,91.014,4,0.637
20,6PwKBBOvQd93qktXHf83mQ,0.355,0.683,0.732,4.35e-06,9,0.0743,-7.4,1,0.0375,115.284,4,0.698
21,1mHQ8e5DUTFdokyK61pnfV,0.00109,0.703,0.889,0,0,0.0339,-3.693,1,0.0523,141.039,4,0.887
22,0SLtqCrXBRrnkxSOMA3X4W,0.000169,0.478,0.965,0.00251,10,0.0854,-5.022,1,0.0642,125.152,4,0.347
23,7HR024DKw3SnKzCDJp3Bnf,0.162,0.598,0.606,0.000357,0,0.353,-11.812,1,0.0256,97.736,4,0.91
24,7Lk0g8PyQtw4b2gcjyGfRX,0.0564,0.542,0.804,0.00857,1,0.927,-10.601,0,0.0489,138.457,4,0.662
25,2BVueDW1REKHYpWkB9KbDF,0.000353,0.573,0.893,0.594,7,0.107,-7.02,1,0.0364,94.006,4,0.665
26,1K95m0tusqzkVum2PmzeIk,0.0362,0.551,0.837,0.000191,0,0.105,-5.364,1,0.0326,122.744,4,0.839
27,5IWSOYqPqw6f0LG19GhesE,0.0659,0.586,0.843,0.00028,5,0.212,-4.923,1,0.0346,133.139,4,0.364
28,1riMawzTULPANgzhVmeWqt,0.0175,0.623,0.864,0.034,9,0.115,-6.77,1,0.0284,131.984,4,0.805
29,4cIOAjgmMCKWd1TYFvNRIh,0.0286,0.362,0.936,5.78e-05,8,0.313,-5.446,0,0.107,201.168,4,0.782
30,6ofJs2WdtE2qzyYyqNYuj4,0.0815,0.613,0.81,1.56e-05,1,0.937,-7.408,1,0.0706,89.451,4,0.435
31,3oyoYtkCOHSNDd3lNOVkxs,0.219,0.62,0.814,0.826,8,0.579,-10.794,1,0.034,110.821,4,0.961
