,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,1gprScNuzOM4pOQuE2VQk7,0.134,0.696,0.738,0,9,0.466,-10.806,0,0.117,117.761,4,0.92
1,2vrr1cDXV2OZ4vrMueocHR,0.18,0.683,0.655,0,7,0.119,-4.762,1,0.0243,132.338,4,0.46
2,7nLMZKhfkFZLr9rz4VyOpF,0.0973,0.783,0.596,0,9,0.0512,-7.392,1,0.0606,127.908,4,0.132
3,63vK4u4uKwRD9KVJ5nHc46,0.13,0.708,0.804,0,4,0.339,-7.106,1,0.0516,123.449,4,0.779
4,58X2vGyNWT2ZPEaGUw1tAb,0.0427,0.707,0.893,0,10,0.0804,-5.184,1,0.0946,158.107,4,0.951
5,32qGFJqweMFsGvsxRKgdjk,0.396,0.671,0.703,0.00011,3,0.105,-4.347,1,0.0365,115.313,4,0.564
6,43ZypSE73gRNdAySQTzyfs,0.268,0.681,0.876,9.96e-06,5,0.131,-4.104,1,0.0319,130.89,4,0.961
7,14AJI1RloVWTh8bJe9gBPM,0.0273,0.653,0.676,0.0215,5,0.128,-6.318,1,0.031,125.027,4,0.613
8,1d1BeKPNgaQ36wcxGqnfU3,0.0973,0.84,0.707,0,9,0.27,-6.957,1,0.0514,129.532,4,0.697
9,73ntNRkvOEuwWMiDZknqvy,0.179,0.6,0.718,0.000793,10,0.0967,-11.995,1,0.0941,113.865,4,0.959
10,09o8YE3Ta7YRXh5NI9HPZQ,0.118,0.732,0.892,0,0,0.271,-5.799,1,0.035,105.055,4,0.404
11,2pa73fbZD7ltJ09AB0Teox,0.162,0.711,0.544,0,2,0.276,-15.108,1,0.0676,124.882,4,0.718
12,58facAQuyUDml53CS4fOd3,0.0548,0.52,0.878,0.000268,1,0.33,-6.21,1,0.0349,157.888,3,0.702
13,5VkQnKKveR6C7MngcsoZ6P,0.823,0.426,0.458,0,3,0.157,-9.24,0,0.0661,91.597,3,0.42
14,1eU5jMB4iYhdjQC6AS7ygy,0.0847,0.617,0.306,0.000375,3,0.193,-9.752,1,0.0288,114.914,4,0.104
15,2W7tzqjAPXG97RthXx6pNR,0.476,0.777,0.659,0.00303,3,0.0771,-12.862,1,0.0294,119.252,4,0.955
16,06xX9E1BTTwyOwyaBuszSK,0.376,0.624,0.943,0,8,0.049,-2.837,1,0.0435,93.258,4,0.578
17,1nSyBcZr8IS9wZcFyvqqE7,0.0816,0.585,0.704,2.23e-06,7,0.308,-8.135,0,0.0422,122.791,4,0.513
18,27TFfAFo4sE4fw04QDqJmD,0.177,0.492,0.613,0.00171,5,0.0676,-9.113,1,0.0323,77.434,4,0.242
19,61o5tmzK4TdftIGykP7stT,0.117,0.572,0.695,3.19e-06,0,0.0503,-4.086,1,0.0515,97.965,4,0.44
20,5v55pDsyrxIs6OTk3E5l69,0.269,0.772,0.891,2.58e-06,2,0.0907,-3.915,0,0.109,94.747,4,0.963
21,5M2y8QdDepGYMsWyxhoxQU,0.00562,0.572,0.867,3.32e-05,3,0.178,-6.354,1,0.0782,151.076,4,0.863
22,3Tp6XRivI85TAfpgja9ILh,0.00455,0.854,0.679,0,1,0.0864,-4.135,0,0.0339,125.975,4,0.946
23,0xjVgqTMOdT2dxPuXgSORm,0.0643,0.671,0.884,0,5,0.368,-5.15,1,0.112,130.1,4,0.542
24,2EKzS2s2VKnbQ7jxyk2WHi,0.17,0.626,0.667,0,9,0.112,-6.484,1,0.0739,89.233,4,0.855
25,6809ESRbIU87qbXCeR80xA,0.244,0.741,0.748,0,5,0.109,-7.134,1,0.3,97.269,4,0.843
26,4Cz2101t2TdPKBsgb7O6dS,0.0251,0.716,0.691,0,5,0.106,-5.842,1,0.0428,128.023,4,0.342
27,6piWnVkzaYenWppYl1Rgsz,0.211,0.827,0.558,5.26e-05,6,0.0828,-7.846,1,0.0647,92.525,4,0.585
28,4pItP9yMHJ4Klk8U6eOmLx,0.0336,0.694,0.764,0,11,0.175,-5.489,1,0.0294,125.012,4,0.593
29,4wLWZx74WHOosQq5p8VVkL,0.0587,0.607,0.957,2.35e-06,0,0.0531,-3.679,1,0.0282,140.98,4,0.936
30,23PJqdjssVlOJlKvhQe5o9,0.0475,0.706,0.605,0,4,0.121,-5.75,0,0.0339,115.976,4,0.195
31,7ubsWTUPIhre8dZiJLZ4cP,0.0403,0.705,0.648,0,11,0.0663,-7.512,0,0.0589,89.979,4,0.545
32,17zFOtbuquEAAxSttpfWWl,0.511,0.668,0.786,1.22e-05,6,0.105,-2.886,1,0.0266,106.595,4,0.739
33,4SS4YfDAEQG0fZAe1xfgn3,0.748,0.595,0.528,0,5,0.112,-8.922,0,0.0621,153.74,4,0.419
34,1d5j7ibUKDihkXKddtp1dl,0.11,0.524,0.685,1.97e-06,7,0.211,-5.511,1,0.0377,81.006,4,0.554
35,5MEuFY2DxrozPEgGpR8Fji,0.115,0.625,0.676,0.00277,0,0.248,-7.059,1,0.036,120.019,4,0.629
