,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,6kMPat7avBVbxdIfKHsZvr,0.00926,0.614,0.635,0.000715,11,0.285,-10.687,0,0.032,126.005,4,0.331
1,71GbshMTdIyjmhQLdcIYEx,0.331,0.596,0.554,0.0862,5,0.126,-7.176,1,0.0266,138.015,4,0.494
2,2UBFEOibKiA5JnO84nZAJm,0.0606,0.679,0.761,0.9,8,0.635,-7.501,1,0.0343,117.987,4,0.454
3,0RCxW4hG2hiItbRUqz3LsV,0.237,0.608,0.462,0.904,7,0.105,-13.002,1,0.0458,75.07,4,0.115
4,1eYwFLnHiEU839kLKS59ws,0.469,0.693,0.493,0.358,0,0.108,-10.13,1,0.0791,101.019,4,0.205
5,3Hxfh6JDZkuX988ZNs6Nui,0.715,0.543,0.872,0.936,4,0.883,-4.97,1,0.499,110.007,4,0.499
6,5yRQpqzkKRYozrMsmU70ww,0.989,0.319,0.0739,0.0682,0,0.122,-15.42,1,0.0375,56.683,4,0.184
7,3nPDk5t9sc0Wi5b8EjaRbq,0.635,0.591,0.625,0.0306,9,0.149,-9.518,0,0.0291,97.897,4,0.233
8,5ScEEDGpKkkcCgYXzRRNlM,0.869,0.528,0.0986,0.244,4,0.167,-23.427,0,0.051,118.228,4,0.622
9,5Q4apcHsbJCQ7GJCSsfVe5,0.0265,0.488,0.59,0.0217,7,0.316,-6.601,1,0.0279,106.906,4,0.221
10,5FTqZOtmX5hDMcEMmIBVDU,0.941,0.591,0.363,0,5,0.138,-8.993,1,0.0306,104.434,4,0.49
11,4MPWtbqQ0UETXs1kiTcQZ0,0.967,0.477,0.112,0.00181,5,0.0985,-14.173,1,0.0347,113.671,3,0.383
12,24M81fKyhTWBuYzczQMkOp,0.831,0.607,0.378,0.399,4,0.0957,-18.354,1,0.0363,90.338,3,0.661
13,5Tk9SJN5QSW6yP8Zdp1wEa,0.902,0.389,0.371,0.174,0,0.065,-9.634,1,0.0287,103.984,4,0.257
14,5GkqK9pWQDOSZ1NKA1hCmD,0.655,0.735,0.533,0.446,7,0.1,-13.101,1,0.0337,94.997,4,0.572
15,54KFQB6N4pn926IUUYZGzK,0.885,0.264,0.122,0.349,9,0.094,-15.399,1,0.0349,148.658,4,0.0735
16,37WssUIwxFxg785SVYSc6H,0.107,0.434,0.488,0.778,8,0.108,-9.967,1,0.0411,97.914,4,0.0968
17,761UCebmHJ4VM2gxHmwMt3,0.00394,0.229,0.728,0.235,9,0.228,-5.775,1,0.0543,159.885,4,0.0309
18,3LHg768dEKqJKht2uPTlVR,0.376,0.463,0.368,0,9,0.149,-11.546,1,0.048,141.974,4,0.75
19,7d4XlMoDNEpHMyoxwNEigZ,0.904,0.442,0.347,1.67e-05,7,0.108,-11.905,1,0.0341,132.249,3,0.269
20,1ka3vvE6F833KSyDGNL99m,0.728,0.328,0.176,0.577,1,0.0986,-13.905,1,0.0295,144.861,4,0.0347
21,1vjcoSTTALQPGUsuNadd5Y,0.34,0.559,0.335,2.44e-05,9,0.126,-14.228,0,0.0324,145.999,4,0.51
22,27v2g1E6L8PviA51pze7gk,0.735,0.385,0.299,0,8,0.695,-10.271,1,0.0378,158.838,4,0.389
23,0xQ7ViFoD118kbgn5Sh8TD,0.0382,0.445,0.718,0.0826,3,0.174,-6.167,1,0.0291,141.979,4,0.467
24,3OBZgqBoenNpelQXGNYKua,0.739,0.71,0.197,0.0695,2,0.107,-12.69,1,0.0461,131.995,4,0.463
25,71GqP05AEkzTSSKbNx6HAR,0.0869,0.689,0.83,0.0216,4,0.132,-6.423,1,0.0414,134.037,4,0.307
26,2kqd7gl3Q4AoEVwytgKcVJ,0.0114,0.291,0.659,0.358,0,0.468,-7.715,1,0.0346,160.342,4,0.121
27,5zVDrJ35X3ExJY65Kw1lwm,0.000195,0.628,0.455,0.0573,10,0.0969,-10.712,0,0.0442,120.0,4,0.227
28,5GFfRpAb26A57ao6nxjIIS,0.756,0.474,0.481,0.136,11,0.106,-11.837,1,0.0382,90.153,4,0.515
29,3snZqfyPesYutFbZkM9QsH,0.786,0.37,0.285,0.178,1,0.0927,-16.016,0,0.0339,125.902,4,0.104
30,6rvHs3yE2TZL1fhTxKGR8H,0.0152,0.212,0.497,6.38e-05,5,0.158,-13.302,0,0.0358,82.973,4,0.193
31,3KS09EvUKTtPgTHbBBsLCw,0.532,0.613,0.391,2.63e-05,0,0.109,-10.749,1,0.0385,123.985,4,0.218
32,3tLyNOtAGnYvWk1NsyiIhQ,0.883,0.562,0.414,0.0154,10,0.113,-5.541,1,0.0343,125.198,4,0.412
33,6weV5dZwsFcvHaXSC2i4G7,0.0803,0.601,0.627,1.12e-05,1,0.23,-8.473,0,0.0697,116.027,4,0.711
34,25jPbBaamduf9Ax6brDLFu,0.774,0.474,0.23,0.0589,7,0.0914,-17.216,1,0.0407,73.722,1,0.0643
35,4r9MqJ7MG26TFyxqr7PK01,0.462,0.513,0.616,0.000121,6,0.1,-5.828,1,0.0294,88.251,4,0.392
36,36ZSqoEkEtH6s9FvVS9yNe,0.713,0.161,0.246,0.967,3,0.0967,-13.514,1,0.0369,95.099,3,0.0368
37,0pSTmjEzFU7aO357E31MGH,0.795,0.183,0.145,0.000392,7,0.37,-15.397,1,0.0348,68.571,3,0.092
38,2BGVF7HL5QOAOrbXHpASyg,0.00503,0.346,0.624,0.000707,9,0.366,-7.74,1,0.0319,188.314,4,0.76
39,3f0l8jOiFnp1vnwBz11KcH,0.509,0.662,0.481,0.737,10,0.0982,-11.942,1,0.118,125.345,5,0.578
40,5nJUnboMKBuJi2IOZgNKtU,0.119,0.52,0.554,0.174,11,0.125,-9.39,0,0.0821,176.042,4,0.766
41,1aTEwMEigqkCqq8NTpqicT,0.0987,0.479,0.78,0.000358,0,0.11,-7.857,1,0.045,116.149,4,0.183
42,5g7rJvWYVrloJZwKiShqlS,0.107,0.359,0.649,0.0124,3,0.0555,-7.06,1,0.0349,111.709,4,0.133
43,04vEBuXkwchYzbwKXdKTME,0.00234,0.191,0.979,0.283,7,0.617,-3.402,1,0.191,179.236,4,0.319
44,7zLAHV8IcatXH4SAc39KP3,0.499,0.191,0.67,0.055,7,0.309,-5.833,0,0.0539,174.11,4,0.16
45,1gekm9ka21CGR1hOWuAAjp,0.0557,0.747,0.724,0.798,4,0.0918,-6.654,0,0.0409,120.028,4,0.572
46,5R7l87NgESERstO8mUfNcL,0.97,0.349,0.405,0.961,3,0.0772,-17.494,1,0.0354,173.876,4,0.106
