,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,5vpu2fogPhAutzdINePhNQ,0.636,0.547,0.515,7.57e-06,2,0.126,-7.432,1,0.0277,135.001,4,0.373
1,5TFJLlEljmmlxS3s58oQN8,0.0147,0.532,0.495,2.22e-06,5,0.0712,-8.271,0,0.0349,122.701,4,0.0774
2,4SLYrBfzgbLmiEdoKajyHL,0.658,0.469,0.382,0,4,0.135,-7.372,1,0.0259,95.072,4,0.45
3,1qYYIScDql6tw9sW7sHLfa,0.856,0.554,0.146,0,4,0.111,-14.64,1,0.0441,42.409,3,0.304
4,6tkvkyjha4cq0ZRzOGz3Mv,0.279,0.531,0.493,0,0,0.0909,-7.503,0,0.0456,72.375,4,0.122
5,7EisBw1WTPVZBFZlO6gYm9,0.629,0.698,0.441,0,8,0.16,-8.08,0,0.115,139.964,4,0.597
6,46IZ0fSY2mpAiktS3KOqds,0.578,0.604,0.366,0,5,0.133,-7.519,1,0.0282,141.981,4,0.13
7,19sBWLGTeiYSFYJeOmI2RN,0.726,0.64,0.249,0,11,0.0856,-12.799,1,0.0496,65.461,4,0.368
8,10HrnJeyhIIlWY4RFkWShN,0.637,0.527,0.508,6.78e-05,6,0.195,-8.802,0,0.0324,129.993,4,0.297
9,5DkUy1ShgRHv44mXxwe6zM,0.771,0.595,0.335,1.14e-05,1,0.0847,-11.715,1,0.0432,109.882,4,0.218
10,4SS4YfDAEQG0fZAe1xfgn3,0.748,0.595,0.528,0,5,0.112,-8.922,0,0.0621,153.74,4,0.419
11,3o1ZHdEdRaMhbGwpwnJTv8,0.837,0.514,0.453,0.0525,4,0.162,-10.118,0,0.03,81.001,1,0.469
12,3JvKfv6T31zO0ini8iNItO,0.695,0.445,0.537,1.65e-05,4,0.0944,-8.532,0,0.04,122.769,4,0.131
13,6D434uIe6ssDPXbCx9O9Bn,0.0906,0.368,0.402,0,6,0.107,-6.729,1,0.0452,185.723,4,0.316
14,0hSBZP9SodLCOLWmfgK9MK,0.0707,0.621,0.6,0,2,0.151,-5.449,0,0.0337,126.779,4,0.286
15,4gYkCCBvqX0os3uDOJ2vED,0.511,0.718,0.507,0,8,0.0766,-6.436,1,0.0857,134.886,4,0.459
16,2v8P7z9ER2mqaJb6uWb7Zs,0.869,0.409,0.275,0,6,0.139,-7.892,0,0.0298,103.672,4,0.303
17,6v0UJD4a2FtleHeSYVX02A,0.697,0.437,0.565,0,10,0.119,-5.596,1,0.0466,115.389,4,0.306
18,0AjcdGri5vhJsmZnduCEqd,0.761,0.445,0.367,0.075,0,0.0987,-13.086,1,0.0452,155.675,4,0.202
19,2RSHP21KqTUkCfy4xgwuN1,0.499,0.438,0.435,0,5,0.118,-9.967,1,0.0442,137.247,4,0.433
20,012FDjrEW8H7BeGbUWs9MH,0.707,0.472,0.548,0.00011,3,0.131,-7.96,1,0.162,109.037,4,0.527
21,73VIfXeWtTb5EjI1aRzgIo,0.743,0.277,0.416,0.000177,3,0.0791,-9.232,1,0.0365,82.219,3,0.209
22,7DFNE7NO0raLIUbgzY2rzm,0.385,0.509,0.538,0,7,0.104,-7.335,1,0.0572,75.089,4,0.244
23,36jMu03qVcjYAccvQLmAMR,0.933,0.395,0.354,0,9,0.102,-7.635,1,0.0444,165.95,4,0.247
24,3rZtRBAKCHaZVxMQqXLAPu,0.219,0.564,0.48,0,6,0.127,-7.729,1,0.0309,71.04,4,0.457
25,4cM7wj6FKij1OHs3q61u0s,0.788,0.324,0.318,0,0,0.107,-7.792,1,0.0386,191.434,4,0.127
26,0rNfJBoTQWZvTyJoKz8QAT,0.213,0.728,0.547,0.000326,0,0.08,-6.406,1,0.0273,108.019,4,0.652
27,0C3shWEOObGT5IxApC7Mkg,0.0549,0.571,0.845,5.5e-05,6,0.081,-4.4,1,0.0595,163.884,4,0.409
28,15s2YkKogtzITlh1DgiWpU,0.747,0.321,0.259,0,11,0.0865,-10.808,1,0.035,183.186,4,0.4
29,4hzg6b1Zp83bONaIbPy5EF,0.763,0.672,0.447,0,7,0.365,-8.243,1,0.0575,71.412,4,0.341
30,6uvh0In7u1Xn4HgxOfAn8O,0.896,0.507,0.294,1.97e-05,2,0.0966,-10.0,1,0.04,114.199,4,0.386
31,6ofMKJjMpfDEb48JYEAgjX,0.523,0.509,0.46,0,6,0.112,-8.474,1,0.0335,133.016,4,0.291
32,1uXln6ile0AkTgeSePVaGr,0.811,0.45,0.236,0,7,0.0811,-9.879,1,0.0333,166.314,3,0.441
33,0udoMICxzaUbNUT8EVRq8B,0.903,0.44,0.306,0,9,0.0888,-5.403,1,0.0377,71.021,4,0.25
34,2f10taE0cpAYe1AeNo1BD9,0.84,0.386,0.418,0.0251,7,0.121,-9.719,1,0.0347,115.998,4,0.298
35,0otRX6Z89qKkHkQ9OqJpKt,0.039,0.338,0.562,0,9,0.107,-7.181,1,0.029,149.907,4,0.259
36,697bFWgzBRm6bmnYWd8GyD,0.107,0.489,0.616,0,6,0.145,-7.599,1,0.0382,96.819,4,0.168
37,7fkxcbBBsV7keJPnNfNf2L,0.834,0.573,0.17,3.08e-06,11,0.108,-10.576,1,0.0555,146.749,3,0.28
38,2FpWZVcbdTzWB8SMvFimYG,0.491,0.594,0.451,0.000263,5,0.187,-10.506,1,0.0334,85.788,4,0.837
39,7wPrJPo9tR9knFWML69XEO,0.655,0.538,0.426,0,10,0.172,-8.096,1,0.0465,81.473,4,0.464
40,3WmeCu95tPhVv9VVcajjkX,0.114,0.558,0.634,7.71e-05,10,0.0896,-5.629,1,0.0325,159.896,4,0.796
41,1Fid2jjqsHViMX6xNH70hE,0.0529,0.4,0.479,2.14e-06,8,0.115,-7.989,0,0.0308,166.159,4,0.213
42,3XJGDjmOw5EwvOv0bV6T6e,0.0843,0.737,0.665,0,10,0.143,-7.245,1,0.0439,125.012,4,0.186
43,5uCax9HTNlzGybIStD3vDh,0.695,0.358,0.557,0,10,0.0902,-7.398,1,0.059,85.043,4,0.494
44,3i058E8uxTsYqJ5NWZzqSj,0.719,0.559,0.535,0.000143,3,0.0954,-7.723,1,0.039,141.96,4,0.402
45,2p32tK826J2ggZi4XxusDm,0.451,0.434,0.637,0,5,0.112,-6.85,0,0.0613,141.869,4,0.1
46,4bt7eqP7mfWduRBKEpCAzM,0.54,0.663,0.374,0,5,0.101,-6.987,1,0.0367,106.967,4,0.351
47,6qj02zSeEJGWZ4c0dn5QzJ,0.935,0.417,0.202,0,0,0.108,-10.976,1,0.0357,118.029,4,0.323
48,3QaCPn0coaqUMsgypQ8s4C,0.894,0.588,0.383,2.15e-06,9,0.0802,-9.666,1,0.035,135.952,4,0.324
49,5qYwDGGc8OdTlu8mFz7aVt,0.732,0.457,0.193,0,9,0.111,-10.3,1,0.0335,69.423,4,0.3
50,2mnpUeeOlSh8zdcDoJB872,0.512,0.576,0.477,0,6,0.199,-12.029,0,0.0309,103.061,4,0.627
51,5CmdyfoyaZyTqJjBRT6dc4,0.544,0.461,0.438,0,9,0.233,-6.332,1,0.0317,149.206,3,0.499
52,6P2BEg9lV8UhuoQRFmKjI9,0.384,0.34,0.455,0.13,7,0.12,-8.941,1,0.0268,172.019,4,0.436
