,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,3DE2xnbdTDuatFubUV0soe,0.0897,0.626,0.604,0,6,0.122,-7.23,0,0.142,122.943,4,0.495
1,5unHC6jRHjjMKTdlMyGMIY,0.727,0.839,0.42,0.664,10,0.0859,-14.555,1,0.0602,107.936,4,0.868
2,2BY7ALEWdloFHgQZG6VMLA,0.396,0.716,0.625,1.97e-05,1,0.134,-11.369,0,0.0601,125.276,4,0.826
3,3HeZam86SuxGp1wZ3XMIjE,0.108,0.808,0.538,0.0743,0,0.0555,-10.211,0,0.0608,108.026,4,0.416
4,6UZazv5fp22fX332TFHBvb,0.0335,0.644,0.734,5.29e-06,1,0.258,-5.791,0,0.0478,90.016,4,0.333
5,1aoooi4uB7t1xaFmNvr39K,0.0858,0.699,0.715,3.42e-06,7,0.0842,-6.244,0,0.0364,110.004,4,0.169
6,5UHuuQGEgMbZrYnHjQG9ny,0.159,0.535,0.78,0.000761,9,0.137,-6.008,1,0.113,179.964,4,0.622
7,5ofu1h1E6U5meL0SNpoS78,0.00431,0.773,0.75,0.000362,0,0.437,-3.889,0,0.0502,120.988,4,0.77
8,4Dvkj6JhhA12EX05fT7y2e,0.342,0.52,0.731,0.00101,6,0.311,-5.338,0,0.0557,173.93,4,0.662
9,4h9wh7iOZ0GGn8QVp4RAOB,0.0826,0.704,0.797,0.000745,0,0.0546,-5.927,1,0.0475,139.994,4,0.825
10,3n1jiJwByYaX3XsmdVul0D,0.861,0.451,0.405,2.05e-05,10,0.12,-10.354,0,0.0328,143.567,4,0.27
11,1elhmWW7Bv0MOQj2gAsyoV,0.351,0.687,0.61,0,8,0.175,-4.713,0,0.0499,128.15,4,0.649
12,0Vj4RW4uxWbeJbgj5KUb8Q,0.00615,0.507,0.892,0,5,0.0682,-5.675,0,0.0479,164.046,4,0.821
13,5Odq8ohlgIbQKMZivbWkEo,0.619,0.881,0.592,1.32e-05,2,0.0901,-4.898,1,0.0324,101.058,4,0.719
14,10xV5l9nhLvFpR8mqzs0bL,0.121,0.912,0.774,0.0127,0,0.101,-4.673,0,0.0455,119.966,4,0.632
15,0wI0S42Cg41DVGqIIVimTM,0.178,0.61,0.711,0,2,0.373,-6.661,0,0.0797,99.99,4,0.5
16,6g7TNcfvMD4qVbOjT44Y5J,0.00329,0.598,0.968,0,0,0.321,-4.774,0,0.158,126.064,4,0.253
17,6NgFdt2XvqRacjK0BPgMi8,0.559,0.642,0.474,0.000327,7,0.155,-8.589,0,0.0506,110.926,4,0.364
18,1R0a2iXumgCiFb7HEZ7gUE,0.106,0.615,0.534,1.76e-05,9,0.0607,-6.719,0,0.0386,135.917,4,0.193
19,2c5DJCdpAciL5auJT2kz7d,0.387,0.649,0.626,0,7,0.345,-5.781,0,0.0298,95.986,4,0.364
20,5f1joOtoMeyppIcJGZQvqJ,0.0469,0.727,0.626,2.58e-05,7,0.126,-8.415,1,0.0726,86.97,4,0.322
21,2DB4DdfCFMw1iaR6JaR03a,0.182,0.756,0.697,0,8,0.333,-6.377,1,0.0401,94.996,4,0.956
22,61Mmd9TGyhpNR0w2dbsh9A,0.0997,0.562,0.8,0,3,0.0907,-2.928,0,0.0314,167.889,4,0.551
23,5OAuga7P1grWVNYp9v2qGq,0.35,0.757,0.655,0,0,0.103,-6.804,1,0.0378,140.006,4,0.778
24,3lFwSDBCNo3CcN09UppUnm,0.0798,0.658,0.783,0.00018,0,0.187,-4.615,1,0.113,126.027,4,0.491
25,6rHROoXjEfuxYVw1nd7plQ,0.0206,0.731,0.639,1.29e-05,9,0.0789,-6.597,1,0.0359,122.08,4,0.527
26,14VmsVz9jMLnTvc6Gtd99U,0.51,0.649,0.762,2.56e-05,0,0.156,-6.535,1,0.0343,112.982,4,0.216
27,5XthlR5XDCDKGA2UW61YoR,0.0799,0.671,0.547,0,1,0.0723,-7.6,1,0.0313,107.941,4,0.347
28,1BczdgS6s8ofRNMZPtbMF1,0.689,0.833,0.477,0.000927,3,0.095,-9.489,0,0.04,109.989,1,0.155
29,5dyDkXi1bnQKSyIdO0JXp8,0.025,0.479,0.714,0.0153,7,0.206,-3.776,0,0.109,98.23,4,0.49
30,6A8dnC0xkiuWN4BshmTB2I,0.13,0.617,0.642,0.157,8,0.0929,-8.624,1,0.0334,105.885,4,0.221
31,0ErpHxNt1kTyCQGlh43wr1,0.413,0.492,0.7,0.00013,8,0.0996,-7.001,1,0.0437,110.741,4,0.605
32,6EBM66haIsDCPffZrIumUH,0.122,0.711,0.689,0,9,0.0754,-6.949,1,0.0424,90.042,4,0.617
33,2A0CxheiQGQdCiKtOR7jMP,0.0609,0.673,0.771,0.000277,0,0.209,-6.178,0,0.137,125.061,4,0.687
34,37BZB0z9T8Xu7U3e65qxFy,0.0215,0.65,0.825,2.44e-05,0,0.0936,-4.645,1,0.0325,118.091,4,0.593
35,7rglLriMNBPAyuJOMGwi39,0.0354,0.795,0.8,7.25e-05,1,0.0915,-6.32,1,0.0309,116.032,4,0.934
36,6VVqPBFZIbcmv14zNfOc13,0.509,0.79,0.325,0,4,0.155,-11.689,1,0.127,126.877,4,0.539
37,55ulV3cXDYKDZOcVB7f897,0.0911,0.384,0.737,0,5,0.303,-4.686,1,0.0936,169.896,4,0.757
38,5Uj8e5jpPARihJyI4ITpY1,0.00852,0.633,0.81,0,7,0.2,-5.706,1,0.0243,105.99,4,0.793
39,6fsHkh69t3el2jLl7aQvNb,0.072,0.507,0.931,0,5,0.0991,-4.305,1,0.103,164.102,3,0.788
40,6tHQAadcluhVV4oD2IvHSk,0.223,0.766,0.706,0.00028,7,0.064,-6.553,0,0.16,142.989,4,0.766
41,3pXVWgkWybiGchdKGYDgdl,0.476,0.655,0.716,0,8,0.479,-5.077,0,0.0897,80.813,4,0.521
42,6MTwSVy7Ch0cNa1fVx79k3,0.415,0.685,0.689,0,2,0.116,-7.327,1,0.0424,89.982,4,0.707
43,7MrYfNLfLW1PA3nJzKtMkZ,0.0152,0.629,0.484,3.35e-06,0,0.178,-6.565,1,0.0236,76.001,3,0.576
44,40TizFwhAJGzJY3GP9MzdF,0.00187,0.675,0.631,0.0304,9,0.122,-5.833,1,0.0441,150.033,4,0.905
