,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,0GFuSxD2j9GJScA3EVTO69,0.433,0.434,0.339,0.0115,5,0.17,-15.005,1,0.0341,140.68,4,0.594
1,0Z1ozhbWc9XPczRSrFYqBb,0.0149,0.641,0.743,0,11,0.225,-5.784,0,0.175,83.14,4,0.612
2,13Oj5QWRubuo5qeqZpJVPA,0.54,0.65,0.428,0,2,0.771,-10.998,0,0.699,74.3,3,0.626
3,2cYZpcIV39X48RnOFM7w2V,0.184,0.643,0.717,0,8,0.152,-4.876,0,0.506,90.893,4,0.46
4,5Xt3RUiOkiH2pGYtMTVeNS,0.383,0.474,0.35,0.000305,4,0.057,-12.973,1,0.0266,141.906,3,0.527
5,0RuJD7YfBO2gvj6smWkAgR,0.513,0.522,0.773,0,5,0.621,-5.327,0,0.22,178.073,3,0.652
6,48aSzF6wARFGLensmNBwWr,0.966,0.457,0.152,0,9,0.229,-12.9,0,0.0394,81.546,4,0.394
7,5wdlG60d0WHoo8P3QzrlbG,0.149,0.686,0.755,0.063,1,0.111,-8.304,0,0.0488,119.895,4,0.686
8,62r62ArmWq38cu6QCVgyTc,0.578,0.427,0.844,0,3,0.284,-4.597,0,0.427,85.346,4,0.716
9,0eFy3WDQxs3xEhP9E8EOHg,0.586,0.331,0.29,0.000319,0,0.151,-12.787,1,0.0297,105.345,4,0.0806
10,32UioUCnMFsr2UN7SvDyXj,0.369,0.569,0.744,0,2,0.256,-5.757,0,0.181,145.063,4,0.59
11,0vt5hTeETHWAMfBXxzBAw8,0.27,0.769,0.52,8.77e-06,8,0.148,-9.939,1,0.139,127.031,3,0.787
12,1RoMbgq42xO1DDseGTtuEE,0.344,0.533,0.72,0,1,0.185,-3.401,0,0.466,82.645,1,0.921
13,5xpC6FrVXhzeon7XfKmSQN,0.434,0.558,0.501,0,5,0.111,-9.116,1,0.0885,132.67,4,0.833
14,1g1zk6gOFE63kDszT1luxY,0.287,0.507,0.803,0,5,0.267,-5.314,0,0.214,86.295,4,0.647
15,5BiFP4yiF2yFSCui1N0fUy,0.432,0.339,0.514,0.0939,2,0.193,-15.023,0,0.0607,125.585,4,0.128
16,6GI114RuBiRyc09NcXyU6y,0.0175,0.56,0.805,6.6e-06,10,0.235,-4.654,0,0.238,85.063,4,0.527
17,4fZDZMgyWBxTg2Rc4OHVtB,0.192,0.563,0.593,1.85e-05,8,0.145,-7.099,1,0.0322,130.744,4,0.428
18,3KUpGMnZL76I9E7FoWV1re,0.00834,0.548,0.75,2.81e-06,7,0.166,-6.229,1,0.284,82.811,4,0.617
19,6K32lZIiDeA85d99ISPd9d,0.494,0.477,0.432,0.000301,10,0.428,-13.033,1,0.0621,146.114,4,0.5
20,0yfeb8mdWhnvuXPjawDbdy,0.573,0.508,0.733,0,8,0.334,-6.859,1,0.372,83.255,4,0.864
21,07LEuOrHy9YMMltWgl9VRp,0.485,0.354,0.281,0,10,0.0963,-15.019,1,0.034,132.723,4,0.302
