,id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,4kO7mrAPfqIrsKwUOK5BFx,0.0182,0.507,0.729,1.4e-06,11,0.0658,-5.399,0,0.0393,105.013,4,0.272
1,05lBuZWQ2OhQuzoCSIkvUF,0.942,0.379,0.306,0.323,1,0.123,-14.446,1,0.0305,147.902,4,0.157
2,6jm3aED9UKHZ8oyNP6Amaa,0.326,0.178,0.461,0.549,5,0.0993,-7.295,1,0.0318,86.103,3,0.206
3,7gKIt3rDGIMJDFVSPBnGmj,0.29,0.721,0.867,2.87e-06,11,0.503,-4.302,1,0.196,127.033,4,0.639
4,13YG6auRrYxGdaM2h5jjTv,0.00928,0.419,0.856,0.0964,2,0.124,-5.443,1,0.0298,152.009,4,0.721
5,0hvcIDobOkiw5Xq1SK3dbj,0.0777,0.642,0.721,0.142,4,0.185,-8.926,1,0.0341,109.992,4,0.581
6,73J3ARos7r5uBJvp2RxOA4,0.308,0.665,0.787,0,5,0.219,-5.73,1,0.151,167.349,4,0.699
7,1aVPslC1gwIhYacWIhMcnP,0.705,0.58,0.152,0.0212,2,0.111,-13.395,1,0.0382,124.76,4,0.323
8,2wzdpaYtmCKc8HtTHKWmbr,0.0548,0.492,0.817,0,11,0.17,-3.416,0,0.304,150.186,4,0.453
9,4GC6X2HV0D754ETdPT7Cck,0.784,0.546,0.291,0.931,7,0.0894,-12.252,1,0.138,169.96,4,0.363
10,1auxYwYrFRqZP7t3s7w4um,0.127,0.789,0.858,0,1,0.349,-5.542,1,0.311,140.022,4,0.775
11,78AaMLOriBZuohWdUV3IzE,0.196,0.76,0.76,0.00185,10,0.113,-5.964,0,0.0509,111.01,4,0.636
12,41X10r4A8eevG9KTEcUlNn,0.00214,0.518,0.592,0.748,4,0.1,-7.27,0,0.0297,117.938,4,0.185
13,4OKXvqtfwlvY2fYJ2lzHPH,0.016,0.712,0.759,0.0808,11,0.217,-5.397,1,0.334,79.103,4,0.738
14,6n6jqguEN6AuK6Y0NtfHzi,0.36,0.304,0.267,0.388,3,0.0563,-12.924,1,0.042,121.359,3,0.295
15,6WqvO9X3yTcWApy0vc87Lr,0.0104,0.57,0.704,0.446,1,0.0905,-8.32,1,0.0314,115.037,4,0.437
16,0lCOXkpHLxwUDgV0xkZlIf,0.791,0.336,0.298,2.6e-06,6,0.0853,-8.547,0,0.032,123.856,4,0.205
17,3a2pfAIEndc6RKV2pAQDIT,0.000142,0.172,0.725,0.101,6,0.181,-7.596,0,0.0407,166.439,4,0.113
18,2z3htsNRuhDN923ITatc56,0.646,0.492,0.26,0.00178,9,0.0705,-17.341,0,0.0921,111.519,5,0.312
19,7h8Ud480Fm4ReUVxgFF9ZX,0.13,0.729,0.777,0,8,0.0541,-5.112,1,0.0293,104.946,4,0.527
20,5FTFQKrYOirE6kFcuPHlat,0.00724,0.625,0.867,0.816,0,0.128,-6.534,0,0.0454,128.102,4,0.502
21,3PkTRkzpuNo7mUnbuIFxxw,0.381,0.303,0.384,5.14e-06,6,0.0661,-7.342,1,0.0339,63.345,5,0.261
22,6DTYwBkGZQxOfqIIeiyEUL,0.000928,0.466,0.826,0.000663,2,0.205,-3.897,0,0.0624,122.271,4,0.119
23,2NRRrr8ylDK38KD3Ffbw4K,0.745,0.665,0.389,0.000982,1,0.326,-6.709,1,0.441,89.962,4,0.521
24,2CdNgftfS1AetdQWMA9Ja6,0.168,0.529,0.46,0.921,9,0.115,-14.93,1,0.034,100.033,4,0.0968
25,5NBMMAkIL9Wx1EMr8FeYDT,0.00191,0.347,0.97,5.51e-05,0,0.497,-1.463,1,0.0584,150.045,4,0.237
26,1IFKsAKB2Sl83tz7FNIHSW,0.0281,0.608,0.979,0.268,8,0.262,-2.567,1,0.0589,134.293,4,0.367
27,3TjGopIWapEoeWfRsHFRjs,0.0249,0.598,0.759,0.647,1,0.1,-5.164,1,0.0378,122.306,4,0.401
28,2rTaRuVSQkdDDIxrgfZ8WE,0.0106,0.454,0.902,4.49e-05,9,0.124,-4.252,1,0.045,182.75,4,0.409
29,6PZhPSeV4ndaMhZ65n2TL8,0.493,0.61,0.426,0.854,0,0.108,-11.538,1,0.147,126.975,4,0.33
30,5sl2735QKaOmL8UL4Q39Ut,0.167,0.527,0.831,0,10,0.0861,-6.876,0,0.27,140.017,4,0.584
31,5kC3aAeAh0RNAn7D6JMU94,0.144,0.709,0.412,0.000101,8,0.0814,-11.602,1,0.488,174.062,4,0.509
32,2gsmHhNRop5atridaEbLNL,0.448,0.75,0.722,0.925,10,0.387,-9.75,1,0.118,122.897,4,0.386
33,5zrZHMklhOXABpnBl0EMBN,0.0542,0.763,0.516,0.000689,3,0.162,-9.267,1,0.115,93.5,4,0.363
34,6aGNg25mRJdqd318f9X6Wn,0.552,0.755,0.631,0,7,0.5,-4.751,0,0.302,94.571,4,0.433
35,28mtkW2BYMrOiLMTAsIt0G,0.208,0.316,0.817,0.956,5,0.104,-8.854,1,0.177,134.979,3,0.419
36,3Sjkxq9C0Um6r17qXY0ZHn,0.398,0.741,0.375,0.903,7,0.0997,-13.836,1,0.0486,102.028,4,0.102
37,6RGvWCHTS6BC46TsMyN0WM,0.362,0.646,0.557,0.000264,6,0.0909,-7.173,0,0.127,151.98,4,0.403
38,3uuSPJSUhrKqQI9OZKZppk,0.104,0.711,0.791,0.000372,9,0.101,-5.5,1,0.138,105.856,4,0.536
39,5jOZ3W3HwXjUhfaeoOo4Gp,0.158,0.714,0.924,1.29e-05,10,0.91,-2.91,0,0.0662,77.516,4,0.912
40,0EB2etdpblfjwvo1KYPL9x,0.0816,0.63,0.721,2.21e-06,0,0.0724,-5.099,1,0.0461,129.959,4,0.462
41,2XYRxeXd56lzqTBzO41ARO,0.339,0.551,0.788,0.000582,7,0.0945,-10.594,1,0.0337,124.995,4,0.792
42,4XwH5CYoG3V6mWW3P2FMnd,0.093,0.797,0.773,0.847,10,0.0925,-12.904,1,0.0428,117.975,4,0.432
43,2v4dT8W8L7qNvpaTf3M4tJ,0.0496,0.484,0.777,0.152,9,0.22,-5.403,0,0.0277,104.119,4,0.568
44,1YrDXC5z5rbJnbzCQOjOgQ,0.389,0.657,0.462,0.125,0,0.0745,-12.965,0,0.345,122.102,4,0.557
45,47OTeobZkxk20tXcf5jgt5,0.00478,0.723,0.689,0.0166,11,0.219,-5.545,0,0.0257,114.015,4,0.548
46,1YVkL4I0uMUdLYCkvh66og,0.00109,0.41,0.765,7e-05,6,0.112,-6.788,1,0.0319,105.013,4,0.0381
47,5fLhU5X995qC1qpdmZf7o5,0.616,0.587,0.776,0,2,0.176,-8.887,0,0.0435,157.992,4,0.714
48,19RKuCdPh68WknFtjG9BJN,0.893,0.554,0.321,0,9,0.0996,-8.251,1,0.028,135.047,4,0.288
